"","DESC_UNIDAD_RESPONSABLE","sex","niv_sueldo","n()"
"1028","Secretaría de Salud",NA,2,297
"1029","Secretaría de Salud",NA,3,251
"1030","Secretaría de Salud",NA,4,81
"1031","Secretaría de Salud",NA,5,61
"1032","Secretaría de Salud",NA,6,7
"1033","Secretaría de Seguridad Ciudadana","H",1,1456
"1034","Secretaría de Seguridad Ciudadana","H",2,27935
"1035","Secretaría de Seguridad Ciudadana","H",3,1333
"1036","Secretaría de Seguridad Ciudadana","H",4,356
"1037","Secretaría de Seguridad Ciudadana","H",5,24
"1038","Secretaría de Seguridad Ciudadana","H",6,125
"1039","Secretaría de Seguridad Ciudadana","H",7,4
"1040","Secretaría de Seguridad Ciudadana","H",8,8
"1041","Secretaría de Seguridad Ciudadana","H",9,21
"1042","Secretaría de Seguridad Ciudadana","H",10,22
"1043","Secretaría de Seguridad Ciudadana","H",11,6
"1044","Secretaría de Seguridad Ciudadana","M",1,1633
"1045","Secretaría de Seguridad Ciudadana","M",2,9845
"1046","Secretaría de Seguridad Ciudadana","M",3,542
"1047","Secretaría de Seguridad Ciudadana","M",4,154
"1048","Secretaría de Seguridad Ciudadana","M",5,11
"1049","Secretaría de Seguridad Ciudadana","M",6,28
"1050","Secretaría de Seguridad Ciudadana","M",7,2
"1051","Secretaría de Seguridad Ciudadana","M",8,5
"1052","Secretaría de Seguridad Ciudadana","M",9,2
"1053","Secretaría de Seguridad Ciudadana","M",10,7
"1054","Secretaría de Seguridad Ciudadana","M",11,1
"1055","Secretaría de Seguridad Ciudadana",NA,1,72
"1056","Secretaría de Seguridad Ciudadana",NA,2,1115
"1057","Secretaría de Seguridad Ciudadana",NA,3,32
"1058","Secretaría de Seguridad Ciudadana",NA,4,8
"1059","Secretaría de Seguridad Ciudadana",NA,6,7
"1060","Secretaría de Seguridad Ciudadana",NA,9,1
"1061","Secretaría de Turismo","H",1,22
"1062","Secretaría de Turismo","H",2,21
"1063","Secretaría de Turismo","H",3,11
"1064","Secretaría de Turismo","H",4,5
"1065","Secretaría de Turismo","H",5,1
"1066","Secretaría de Turismo","H",6,4
"1067","Secretaría de Turismo","H",8,2
"1068","Secretaría de Turismo","H",10,3
"1069","Secretaría de Turismo","H",11,1
"1070","Secretaría de Turismo","M",1,39
"1071","Secretaría de Turismo","M",2,22
"1072","Secretaría de Turismo","M",3,14
"1073","Secretaría de Turismo","M",4,4
"1074","Secretaría de Turismo","M",5,1
"1075","Secretaría de Turismo","M",6,2
"1076","Secretaría de Turismo","M",8,1
"1077","Secretaría de Turismo","M",10,1
"1078","Secretaría de Turismo",NA,1,2
"1079","Secretaría de Turismo",NA,2,1
"1080","Secretaría de Turismo",NA,6,1
"1081","Secretaría del Medio Ambiente","H",1,1367
"1082","Secretaría del Medio Ambiente","H",2,645
"1083","Secretaría del Medio Ambiente","H",3,113
"1084","Secretaría del Medio Ambiente","H",4,42
"1085","Secretaría del Medio Ambiente","H",5,7
"1086","Secretaría del Medio Ambiente","H",6,14
"1087","Secretaría del Medio Ambiente","H",8,4
"1088","Secretaría del Medio Ambiente","H",10,4
"1089","Secretaría del Medio Ambiente","M",1,957
"1090","Secretaría del Medio Ambiente","M",2,404
"1091","Secretaría del Medio Ambiente","M",3,96
"1092","Secretaría del Medio Ambiente","M",4,19
"1093","Secretaría del Medio Ambiente","M",5,3
"1094","Secretaría del Medio Ambiente","M",6,11
"1095","Secretaría del Medio Ambiente","M",7,1
"1096","Secretaría del Medio Ambiente","M",8,1
"1097","Secretaría del Medio Ambiente","M",10,3
"1098","Secretaría del Medio Ambiente","M",11,1
"1099","Secretaría del Medio Ambiente",NA,1,54
"1100","Secretaría del Medio Ambiente",NA,2,29
"1101","Secretaría del Medio Ambiente",NA,3,8
"1102","Secretaría del Medio Ambiente",NA,5,1
"1103","Secretaría del Trabajo y Fomento al Empleo","H",1,126
"1104","Secretaría del Trabajo y Fomento al Empleo","H",2,81
"1105","Secretaría del Trabajo y Fomento al Empleo","H",3,11
"1106","Secretaría del Trabajo y Fomento al Empleo","H",4,2
"1107","Secretaría del Trabajo y Fomento al Empleo","H",5,1
"1108","Secretaría del Trabajo y Fomento al Empleo","H",6,6
"1109","Secretaría del Trabajo y Fomento al Empleo","H",7,1
"1110","Secretaría del Trabajo y Fomento al Empleo","H",8,1
"1111","Secretaría del Trabajo y Fomento al Empleo","H",10,2
"1112","Secretaría del Trabajo y Fomento al Empleo","M",1,216
"1113","Secretaría del Trabajo y Fomento al Empleo","M",2,99
"1114","Secretaría del Trabajo y Fomento al Empleo","M",3,19
"1115","Secretaría del Trabajo y Fomento al Empleo","M",4,11
"1116","Secretaría del Trabajo y Fomento al Empleo","M",5,2
"1117","Secretaría del Trabajo y Fomento al Empleo","M",6,4
"1118","Secretaría del Trabajo y Fomento al Empleo","M",7,1
"1119","Secretaría del Trabajo y Fomento al Empleo","M",8,1
"1120","Secretaría del Trabajo y Fomento al Empleo","M",10,2
"1121","Secretaría del Trabajo y Fomento al Empleo","M",11,1
"1122","Secretaría del Trabajo y Fomento al Empleo",NA,1,10
"1123","Secretaría del Trabajo y Fomento al Empleo",NA,2,4
"1124","Secretaría del Trabajo y Fomento al Empleo",NA,3,1
"1125","Sistema de Aguas de La Ciudad De México","H",1,5433
"1126","Sistema de Aguas de La Ciudad De México","H",2,3781
"1127","Sistema de Aguas de La Ciudad De México","H",3,110
"1128","Sistema de Aguas de La Ciudad De México","H",4,58
"1129","Sistema de Aguas de La Ciudad De México","H",6,19
"1130","Sistema de Aguas de La Ciudad De México","H",7,2
"1131","Sistema de Aguas de La Ciudad De México","H",10,3
"1132","Sistema de Aguas de La Ciudad De México","H",11,1
"1133","Sistema de Aguas de La Ciudad De México","M",1,1721
"1134","Sistema de Aguas de La Ciudad De México","M",2,794
"1135","Sistema de Aguas de La Ciudad De México","M",3,38
"1136","Sistema de Aguas de La Ciudad De México","M",4,10
"1137","Sistema de Aguas de La Ciudad De México","M",6,2
"1138","Sistema de Aguas de La Ciudad De México","M",10,2
"1139","Sistema de Aguas de La Ciudad De México",NA,1,133
"1140","Sistema de Aguas de La Ciudad De México",NA,2,70
"1141","Sistema de Aguas de La Ciudad De México",NA,3,2
"1142","Sistema de Aguas de La Ciudad De México",NA,4,1
"1143","Sistema de Aguas de La Ciudad De México",NA,5,1
"1144","Sistema Público De Radiodifusión De La Ciudad De México","H",2,27
"1145","Sistema Público De Radiodifusión De La Ciudad De México","H",3,8
"1146","Sistema Público De Radiodifusión De La Ciudad De México","H",6,1
"1147","Sistema Público De Radiodifusión De La Ciudad De México","H",9,1
"1148","Sistema Público De Radiodifusión De La Ciudad De México","M",1,3
"1149","Sistema Público De Radiodifusión De La Ciudad De México","M",2,14
"1150","Sistema Público De Radiodifusión De La Ciudad De México","M",3,3
"1151","Sistema Público De Radiodifusión De La Ciudad De México","M",6,2
"1152","Sistema Público De Radiodifusión De La Ciudad De México",NA,1,1
"1153","Sistema Público De Radiodifusión De La Ciudad De México",NA,2,1
"1154","Universidad de la Policía De La Ciudad De México","H",1,135
"1155","Universidad de la Policía De La Ciudad De México","H",2,61
"1156","Universidad de la Policía De La Ciudad De México","H",3,17
"1157","Universidad de la Policía De La Ciudad De México","H",4,7
"1158","Universidad de la Policía De La Ciudad De México","H",6,2
"1159","Universidad de la Policía De La Ciudad De México","H",10,1
"1160","Universidad de la Policía De La Ciudad De México","M",1,115
"1161","Universidad de la Policía De La Ciudad De México","M",2,31
"1162","Universidad de la Policía De La Ciudad De México","M",3,5
"1163","Universidad de la Policía De La Ciudad De México","M",4,3
"1164","Universidad de la Policía De La Ciudad De México","M",6,2
"1165","Universidad de la Policía De La Ciudad De México",NA,1,3
"1166","Universidad de la Policía De La Ciudad De México",NA,2,2
"1167","Universidad de la Policía De La Ciudad De México",NA,3,1
"1168","Universidad de la Salud","H",2,4
"1169","Universidad de la Salud","H",3,6
"1170","Universidad de la Salud","H",4,9
"1171","Universidad de la Salud","H",5,1
"1172","Universidad de la Salud","H",6,1
"1173","Universidad de la Salud","H",8,1
"1174","Universidad de la Salud","H",10,1
"1175","Universidad de la Salud","M",2,6
"1176","Universidad de la Salud","M",3,2
"1177","Universidad de la Salud","M",4,6
"1178","Universidad de la Salud","M",5,1
"1179","Universidad de la Salud","M",6,4
"1180","Universidad de la Salud","M",7,3
"1181","Universidad de la Salud",NA,6,1
